AMSShootsEveryAttack,AOECapable,APArmorShardsMod,APCriticalChanceMultiplier,APMaxArmorThickness,AccuracyModifier,AllowedLocations,AmmoCategory,AttackRecoil,Auras,BattleValue,BonusValueA,BonusValueB,Category,ComponentSubType,ComponentTags.items,ComponentTags.tagSetSourceFile,ComponentType,CriticalChanceMultiplier,CriticalComponent,Custom.BonusDescriptions,Custom.Category,Custom.InventorySorter,Damage,DamageVariance,Description.Cost,Description.Details,Description.Icon,Description.Id,Description.Manufacturer,Description.Model,Description.Name,Description.Purchasable,Description.Rarity,Description.UIName,DisallowedLocations,EvasiveDamageMultiplier,EvasivePipsIgnored,HeatDamage,HeatGenerated,IndirectFireCapable,Instability,InventorySize,IsAAMS,IsAMS,MaxRange,MinRange,Modes,NotUseInMelee,OverheatedDamageMultiplier,PrefabIdentifier,ProjectilesPerShot,RangeSplit,RefireModifier,ShotsWhenFired,StartingAmmoCapacity,Tonnage,Type,WeaponEffectID,WeaponSubType,statusEffects,Custom.ArmorRepair,Custom.Color,Custom.Flags,Custom.Lootable,Custom.WorkOrderCosts,Custom.ComponentExplosion,DamageOnJamming,CantHitUnaffecedByPathing,Cooldown,deferredEffect.AOEDamage,deferredEffect.AOEInstability,deferredEffect.AOERange,deferredEffect.FireDurationWithoutForest,deferredEffect.FireTerrainCellRadius,deferredEffect.FireTerrainChance,deferredEffect.FireTerrainStrength,deferredEffect.RangeColor,deferredEffect.SFX,deferredEffect.VFX,deferredEffect.VFXtime,deferredEffect.damageApplyTime,deferredEffect.id,deferredEffect.rounds,deferredEffect.statusEffects,deferredEffect.statusEffectsRangeFalloff,deferredEffect.sticky,deferredEffect.text,deferredEffect.waitVFX,deferredEffect.AOEHeatDamage,deferredEffect.TerrainVFX,deferredEffect.TerrainVFXScale,deferredEffect.tempDesignMask,deferredEffect.tempDesignMaskCellRadius,deferredEffect.tempDesignMaskTurns,FireOnSuccessHit,FireTerrainChance,deferredEffect.tempDesignMaskOnImpactTurns,ColorChangeRule,ColorsTable,ImprovedBallistic,ClusteringModifier,FireDelayMultiplier,HitGenerator,BallisticDamagePerPallet,ColorSpeedChange,DamageNotDivided,Streak,evasivePipsMods.Damage,evasivePipsMods.GeneratedHeat,evasivePipsMods.Instablility,FlatJammingChance,GunneryJammingBase,GunneryJammingMult,ProjectileSpeedMultiplier,DistantVariance,DistantVarianceReversed,isDamageVariation,isHeatVariation,isStabilityVariation,weaponCategoryID,AbsoluteModifier,Custom.MechConfiguration,RelativeModifier,StatName,ArmorDamageModifier,ISDamageModifier,Custom.HandHeld,ammoCategoryID
,false,0.1,0.04,24,0,All,ChemMedium,1,,0,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""ChemicalLaser""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02005""}",8,2,200000,"This 'PAAARTYCANNON' is barely more then 4 Chemical Lasers jury rigged together with a Randomized Focusing Lense to make it change Colours During firing... Someone scratched 'Sta-sta-Staaying Aliive' on it... 

 <b><color=#ffcc00>Uses Chem Medium Ammo.</color></b>",ChemLaser,Weapon_Laser_DiscoLaser_Chemical,DIISCO!,Medium Chem Laser,M Chem Laser,true,5,Disco Laser,All,0,0,2,24,false,3.3,3,,,330,0,,,0,Laser,3,"[90,180,270]",0,4,0,3,Laser,WeaponEffect-Weapon_Laser_Medium,MediumLaser,"[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,Random,"[{""C"":""#FF69B4"",""I"":5},{""C"":""#FF0000"",""I"":5},{""C"":""#FFA500"",""I"":5},{""C"":""#FFFF00"",""I"":5},{""C"":""#008000"",""I"":5},{""C"":""#40E0D0"",""I"":5},{""C"":""#4B0082"",""I"":5},{""C"":""#9400D3"",""I"":5}]",true,,0.08,,true,3,true,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.09,52,0,All,ChemLarge,1,,333,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""RotaryChemicalLaser: 7%"",""VariableDmg: 5""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02008""}",40,5,700000,"Apparently it wasn't enough to just weld some Medium Chemicals together, they HAD to do the same to Large ones too.... this doesn't smell like Machine Oil either... 

 <b><color=#ffcc00>Uses Chem Large Ammo.</color></b> 

 <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>",ChemLaser,Weapon_Laser_LargeLaser_Chemical_Rotary,Krupp,Large Chem Laser,L Chem Laser,true,0,Large Rotary Chem Laser,All,0,0,0,36,false,7.5,6,,,510,0,"[{""FireDelayMultiplier"":0.14,""HeatGenerated"":-24,""Id"":""x1"",""RefireModifier"":-2,""ShotsWhenFired"":-2,""UIName"":""x1"",""isBaseMode"":false},{""FireDelayMultiplier"":0.12,""FlatJammingChance"":0.07,""GunneryJammingBase"":5,""GunneryJammingMult"":0.0105,""HeatGenerated"":-12,""Id"":""x2"",""RefireModifier"":-1,""ShotsWhenFired"":-1,""UIName"":""x2"",""isBaseMode"":false},{""FireDelayMultiplier"":0.1,""FlatJammingChance"":0.14,""GunneryJammingBase"":5,""GunneryJammingMult"":0.021,""Id"":""x3"",""UIName"":""x3"",""isBaseMode"":true},{""FireDelayMultiplier"":0.08,""FlatJammingChance"":0.21,""GunneryJammingBase"":5,""GunneryJammingMult"":0.0315,""HeatGenerated"":12,""Id"":""x4"",""RefireModifier"":1,""ShotsWhenFired"":1,""UIName"":""x4"",""isBaseMode"":false},{""FireDelayMultiplier"":0.06,""FlatJammingChance"":0.28,""GunneryJammingBase"":5,""GunneryJammingMult"":0.042,""HeatGenerated"":24,""Id"":""x5"",""RefireModifier"":2,""ShotsWhenFired"":2,""UIName"":""x5"",""isBaseMode"":false},{""FireDelayMultiplier"":0.04,""FlatJammingChance"":0.35,""GunneryJammingBase"":5,""GunneryJammingMult"":0.0525,""HeatGenerated"":36,""Id"":""x6"",""RefireModifier"":3,""ShotsWhenFired"":3,""UIName"":""x6"",""isBaseMode"":false}]",,0,Laser,1,"[150,300,450]",2,3,0,11,Laser,WeaponEffect-Weapon_Laser_Large,LargeLaser,[],,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,,t0,"[{""C"":""#8A2BE2"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.08,48,-1,All,NotSet,1,,132,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""Streak"",""PipsIgnored: 1"",""WpnAccuracy: +1"",""IsLaser"",""VariableDmg: 10"",""HeatEfficiency: -2""]}","[{""CategoryID"":""w/e/l/laser""}]","{""SortKey"":""02008""}",40,10,140000,"Boss, I'm speechless. I have no idea how it works and the rat's nest of wires and mismatched circuits inside is absolutely horrifying. But this is basically a Streak Laser. If fires a constant low power spotting beam and has sensors to analyze reflections. You can hold down the trigger but it will only discharge when it's pointed at something with armor plating.",uixSvgIcon_weapon_Energy,Weapon_Laser_LargeLaser_JuryRigged,Crap,Large Laser,L Laser,true,0,Slayser,All,0,1,2,25,false,6.6,2,,,660,0,,,0,Laser,1,"[180,330,480]",0,1,0,6,Laser,WeaponEffect-Weapon_Laser_Large,LargeLaser,"[{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoSRMHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":-1,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""2"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""Creator"",""effectTriggerType"":""Passive"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1125,,,"[{""C"":""#FFFFFF"",""I"":5}]",,,,Streak,,,,true,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.07,42,0,All,NotSet,1,,72,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard"",""wr-jammable_weapon"",""wr-damage_when_jam"",""wr-jam_chance_multiplier-10""]",,Weapon,1,false,"{""Bonuses"":[""WpnRecoil: 1"",""WeaponBoom: 50"",""HeatPerCharge: 0.3"",""EvasiveExponent: 0.4"",""IsLaser""]}","[{""CategoryID"":""w/e/l/heavy""}]","{""SortKey"":""02008""}",35,0,350000,"Whatever this is I don't even know even know where to start, it is as if some Punk heard stories of Heavy Medium Lasers and decided rewiring a PPC Capacitor into a broken down Large Laser does the same..... 

 <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>",uixSvgIcon_weapon_Energy,Weapon_Laser_LargeLaser_MediumHeavy,Krupp,Capacitator Laser,M H Laser (P),true,0,M. Heavy Laser (P),All,0,0,0,20,false,10,3,,,350,0,[],,0,Laser,1,"[140,180,240]",1,1,0,3,Laser,WeaponEffect-Weapon_LaserER_Large,LargeLaser,[],,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,"{""ExplosionDamage"":50,""StabilityDamage"":25}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0875,,,,,,,,,,,,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,
,false,0.1,0.055,32.4,-1,All,NotSet,1,,160,Unknown,28 Var.Dmg.,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_long"",""wr-jammable_weapon"",""wr-damage_when_jam"",""wr-jam_chance_multiplier-5""]",,Weapon,2,false,"{""Bonuses"":[""PipsIgnored: 1"",""VariableDmg: 8"",""WpnRecoil: 2"",""Explodium: 5"",""MultiLaser"",""WpnCrits: x2"",""WeaponBoom: 80""]}","[{""CategoryID"":""w/e/l/pulse""}]","{""SortKey"":""02010""}",27,8,755000,This is terrible. A pirate finds pulse technology and in an effort to improve it cracks open the focusing chamber and hot-wires the capacitors into a feedback loop. You've got to stop bringing me this crap.,uixSvgIcon_weapon_Energy,Weapon_Laser_LargeLaserPulse_JuryRigged,SCI,P Large Pulse Laser,Pirate L Pulse Laser,true,5,L. Pulse Laser (PRT),All,0,1,0,45,false,8,3,,,480,30,,,0,Laser,1,"[120,240,420]",2,3,0,7,Laser,WeaponEffect-Weapon_Laser_Large,LargeLaser,[],,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,"{""ExplosionDamage"":80,""StabilityDamage"":40}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0675,,,,true,,0.15,,,,,,,,,0.2,4,0.02,,,,,,,,,,,,,,,
,false,0.1,0.05,30,0,All,ChemMediumInternal,1,,42,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""ChemicalLaser"",""InternalAmmo: 20""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02005""}",25,0,90000,"Gotta leave it to a pirate to fix a broken Chem Laser Autoloader by just wiring the ammo into the assembly with a old terran tubular magazine feed like a pump action shotgun. 

 <b><color=#F79232>10 rounds.</color></b> <b><color=#099ff2>VOLATILE!</color></b>",ChemLaser,Weapon_Laser_MediumLaser_Chemical_Internal,Hellion,Medium Chem Laser,M Chem Laser,true,0,Medium Chem Laser (PRT),All,0,0,0,6,false,3.3,2,,,360,0,,,0,Laser,1,"[90,180,270]",0,1,10,1,Laser,WeaponEffect-Weapon_Laser_Medium,MediumLaser,[],,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,"{""ExplosionDamagePerAmmo"":20,""HeatDamagePerAmmo"":20}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0425,,t0,"[{""C"":""#800080"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.05,30,0,All,ChemMedium,1,,130,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""RotaryChemicalLaser: 5%""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02005""}",25,0,300000,"Yeah Just when you believe they've sniffed the last Moonshine, one of them gets the idea to weld a bunch of Medium Chem Lasers together with half working RAC feeder.... Theres a cup welded in here.... 

 <b><color=#ffcc00>Uses Chem Medium Ammo.</color></b> 

 <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>",ChemLaser,Weapon_Laser_MediumLaser_Chemical_Rotary,Drunkard,Medium Chem Laser,M Chem Laser,true,0,Medium Rotary Chem Laser,All,0,0,0,15,false,3.3,5,,,360,0,"[{""FireDelayMultiplier"":0.14,""HeatGenerated"":-10,""Id"":""x1"",""RefireModifier"":-2,""ShotsWhenFired"":-2,""UIName"":""x1"",""isBaseMode"":false},{""FireDelayMultiplier"":0.12,""FlatJammingChance"":0.05,""GunneryJammingBase"":5,""GunneryJammingMult"":0.0075,""HeatGenerated"":-5,""Id"":""x2"",""RefireModifier"":-1,""ShotsWhenFired"":-1,""UIName"":""x2"",""isBaseMode"":false},{""FireDelayMultiplier"":0.1,""FlatJammingChance"":0.1,""GunneryJammingBase"":5,""GunneryJammingMult"":0.015,""Id"":""x3"",""UIName"":""x3"",""isBaseMode"":true},{""FireDelayMultiplier"":0.08,""FlatJammingChance"":0.15,""GunneryJammingBase"":5,""GunneryJammingMult"":0.0225,""HeatGenerated"":5,""Id"":""x4"",""RefireModifier"":1,""ShotsWhenFired"":1,""UIName"":""x4"",""isBaseMode"":false},{""FireDelayMultiplier"":0.06,""FlatJammingChance"":0.2,""GunneryJammingBase"":5,""GunneryJammingMult"":0.03,""HeatGenerated"":10,""Id"":""x5"",""RefireModifier"":2,""ShotsWhenFired"":2,""UIName"":""x5"",""isBaseMode"":false},{""FireDelayMultiplier"":0.04,""FlatJammingChance"":0.25,""GunneryJammingBase"":5,""GunneryJammingMult"":0.0375,""HeatGenerated"":15,""Id"":""x6"",""RefireModifier"":3,""ShotsWhenFired"":3,""UIName"":""x6"",""isBaseMode"":false}]",,0,Laser,1,"[90,180,270]",2,3,0,4,Laser,WeaponEffect-Weapon_Laser_Medium,MediumLaser,[],,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0625,,t0,"[{""C"":""#800080"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.0046,2.64,-1,All,NotSet,1,,50,10 Var.Dmg.,Pulse Accuracy,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""component_type_lostech"",""range_standard""]",,Weapon,1,false,"{""Bonuses"":[""Pulse"",""MultiLaser"",""DoesCluster"",""LosTech""]}","[{""CategoryID"":""w/e/l/pulse""}]","{""SortKey"":""02007""}",1,0,360000,Someone took this whole pulse idea very seriously.,uixSvgIcon_weapon_Energy,Weapon_Laser_MediumLaserPulse_JuryRigged,PewPew,Medium Pulse Laser,M Pulse Laser,true,5,Medium PPPPPPulse,All,0,1,0,16,false,0.36,1,,,300,0,,,0,Laser,9,"[90,150,210]",0,4,0,2,Laser,WeaponEffect-Weapon_Laser_Medium,MediumLaser,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,"[{""C"":""#eeff00"",""I"":5}]",true,5,0.01,Cluster,true,,true,,,,,,,,0.02,,,,,,,,,,,,,,
,false,0.1,0.03,18,0,All,ChemSmall,0,,25,,,Energy,Weapon,"[""component_type_stock"",""LaserIns.{location}"",""range_close""]",,Weapon,1,false,"{""Bonuses"":[""RotaryChemicalLaser: 4%""]}","[{""CategoryID"":""w/e/l/chemical""}]","{""SortKey"":""02002""}",15,0,100000,"I am actually impressed, aside from it's misaligned focusing Lense and the Smell is this 'thing' in an excellent condition. 

 <b><color=#ffcc00>Uses Chem Small Ammo.</color></b> 

 <b><color=#00ffff>Left Click on Chance to hit during battle to switch firing mode</color> </b>",ChemLaser,Weapon_Laser_SmallLaser_Chemical_Rotary,Martell,Small Chem Laser,S Chem Laser,true,0,Small Rotary Chem Laser,All,0,0,0,9,false,2.5,3,,,220,0,"[{""FireDelayMultiplier"":0.14,""HeatGenerated"":-6,""Id"":""x1"",""RefireModifier"":-2,""ShotsWhenFired"":-2,""UIName"":""x1"",""isBaseMode"":false},{""FireDelayMultiplier"":0.12,""FlatJammingChance"":0.04,""GunneryJammingBase"":5,""GunneryJammingMult"":0.006,""HeatGenerated"":-3,""Id"":""x2"",""RefireModifier"":-1,""ShotsWhenFired"":-1,""UIName"":""x2"",""isBaseMode"":false},{""FireDelayMultiplier"":0.1,""FlatJammingChance"":0.08,""GunneryJammingBase"":5,""GunneryJammingMult"":0.012,""Id"":""x3"",""UIName"":""x3"",""isBaseMode"":true},{""FireDelayMultiplier"":0.08,""FlatJammingChance"":0.12,""GunneryJammingBase"":5,""GunneryJammingMult"":0.018,""HeatGenerated"":3,""Id"":""x4"",""RefireModifier"":1,""ShotsWhenFired"":1,""UIName"":""x4"",""isBaseMode"":false},{""FireDelayMultiplier"":0.06,""FlatJammingChance"":0.16,""GunneryJammingBase"":5,""GunneryJammingMult"":0.024,""HeatGenerated"":6,""Id"":""x5"",""RefireModifier"":2,""ShotsWhenFired"":2,""UIName"":""x5"",""isBaseMode"":false},{""FireDelayMultiplier"":0.04,""FlatJammingChance"":0.2,""GunneryJammingBase"":5,""GunneryJammingMult"":0.03,""HeatGenerated"":9,""Id"":""x6"",""RefireModifier"":3,""ShotsWhenFired"":3,""UIName"":""x6"",""isBaseMode"":false}]",,0,Laser,1,"[60,110,160]",2,3,0,1.25,Laser,WeaponEffect-Weapon_Laser_Small,SmallLaser,[],,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0375,,t0,"[{""C"":""#FF00FF"",""I"":5}]",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,false,0.1,0.016,9.6,-1,All,NotSet,1,,40,Target Painter|,Damage Falloff.,AntiPersonnel,Weapon,"[""component_type_stock"",""range_standard""]",,Weapon,0,false,"{""Bonuses"":[""TAG: 5"",""PipsIgnored: 1"",""WpnAccuracy: +1"",""DmgFallOff: 25%"",""Painter: +2"",""PainterSensors: 15%"",""PainterVisibility: 15%""]}","[{""CategoryID"":""w/s/t/tag""}]","{""SortKey"":""04003""}",8,0,310000,"Captain, this piece is either from a genius or a moron. The Maniac put a filter on the output to essentially ''brand'' the target. Even worse they wrote a random generator to always 'paint' something else ... eff these punks!",TAG,Weapon_Laser_TAG_pirate,Funny Guy,Pirate TAG'er,TAGGER,false,5,TAGGER,All,0,1,1,4,false,0,2,,,540,0,,,0,Laser,1,"[120,270,420]",0,1,0,1.5,Laser,WeaponEffect-Weapon_TAG,SmallLaserER,"[{""Description"":{""Details"":""This target was TAG'ed. +1 to hit."",""Icon"":""uixSvgIcon_artillery"",""Id"":""PainterEffect"",""Name"":""Target Acquired""},""durationData"":{""clearedWhenAttacked"":false,""duration"":5,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.String"",""modValue"":""0.15_2_-2"",""operation"":""Set"",""statName"":""LV_TAG""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""TAG increases Visibility"",""Icon"":""uixSvgIcon_artillery"",""Id"":""PainterEffect2"",""Name"":""Detected""},""durationData"":{""duration"":5,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.15"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""Visual indicator of the TAG effect"",""Icon"":""uixSvgIcon_status_sensorsImpaired"",""Id"":""StatusEffect-TAG-IndicatorVFX"",""Name"":""TAG MARKED""},""durationData"":{""duration"":5,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""VFXEffect"",""nature"":""Debuff"",""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""hideApplicationFloatie"":true,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0},""vfxData"":{""attachToImpactPoint"":true,""duration"":-1,""facesAttacker"":false,""isAttached"":true,""isOneShot"":false,""location"":-1,""vfxName"":""vfxPrfPrtl_TAGmarker_loop""}}]",,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,0.25,false,true,true,true,,,,,,,,,
,false,0.1,0.13,78,0,Head,NotSet,1,,166,Target Painter|,Range Variance.,Energy,Weapon,"[""component_type_stock"",""range_long""]",,Weapon,1,false,"{""Bonuses"":[""TAG: 9"",""PipsIgnored: 3"",""VariableDmg: 20"",""WpnRecoil: 2"",""DmgFallOff: 20%"",""Painter: +1"",""PainterSensors: 25%"",""PainterVisibility: 25%"",""Bombast""]}","[{""CategoryID"":""w/e/l/laser""},{""CategoryID"":""w/s/t/tag""}]","{""SortKey"":""02010""}",65,20,755000,"This 'was' a Large Pulse Laser, and someone hot-wired a TAG straight into the system, overloaded the capacitors and then managed to break the focusing system anyway.",TAG,Weapon_Laser_TheStare,Cyclops,Death Stare,Death Stare,true,5,Death Stare,All,0,3,0,35,false,10,2,,,510,0,,,0,Laser,1,"[150,300,450]",2,1,0,7,Laser,WeaponEffect-Weapon_LaserPulse_Large,LargeLaserPulse,"[{""Description"":{""Details"":""This target was TAG'ed. +1 to hit."",""Icon"":""uixSvgIcon_artillery"",""Id"":""I SEE YOU"",""Name"":""Target Acquired""},""durationData"":{""clearedWhenAttacked"":false,""duration"":9,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.String"",""modValue"":""0.25_6_-1"",""operation"":""Set"",""statName"":""LV_TAG""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""TAG increases Visibility"",""Icon"":""uixSvgIcon_artillery"",""Id"":""PainterEffect2"",""Name"":""Detected""},""durationData"":{""duration"":9,""stackLimit"":1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""1.25"",""operation"":""Float_Multiply"",""statName"":""SpottingVisibilityMultiplier""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,,"{""flags"":[""not_broken"",""not_destroyed""]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1625,,,,,,,,,,,,,,,,,,,0.2,false,true,true,true,,,,,,,,,
,false,0.1,0.002,1.2,0,All,NotSet,1,,0,Target Painter,,,Weapon,"[""component_type_stock"",""range_long"",""paweapon""]",,Weapon,1,false,"{""Bonuses"":[""AreaOfEffect: 50"",""AreaOfEffectDmg: 20"",""AreaOfEffectHeatDmg: 10"",""AlwaysStartsFireAnywhere"",""FireTerrainDuration: 2"",""FireTerrainStrength: 5"",""NoAA"",""WpnCooldown: 3"",""DelayedImpact: 2""]}","[{""CategoryID"":""w/s/t/tag""},{""CategoryID"":""OffBoardTAGPA""},{""CategoryID"":""w/s/m/pa""}]","{""SortKey"":""04003""}",1,0,1210000,Target Acquisition Gear for Powered Infantry used to mark targets for close support Artillery,LightTAG,Weapon_Laser_TAG_Barrage_PA,NAIS,Target Acquisition Gear,TAG,false,15,BA TAG Barrage,All,0,0,0,0,false,0,1,,,510,0,,true,0,Laser,1,"[150,300,450]",0,1,0,0.3,Laser,WeaponEffect-Weapon_TAG,SmallLaserER,[],,,"{""flags"":[""not_broken""]}",,,,,true,3,20,5,50,2,1,1,5,"{""C"":""#00FF00"",""I"":1.5}",explosion_small,WFX_ExplosiveSmokeS,5,3,PAMORTARS,1,[],true,true,Mortars Incoming,vfxPrfPrtl_artillerySmokeSignal_loop,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BattleArmor,,,,,,,,
